yourlist:M20200414DA437993067D6F64326E5E763500BDED121471F	isomap:M20200414DA437993067D6F64326E5E763500BDED121471F	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
ENSP00000290155		P57076	CF298_HUMAN	reviewed	Cilia- and flagella-associated protein 298 (Protein kurly homolog)	CFAP298 C21orf48 C21orf59	Homo sapiens (Human)	290
ENSP00000290942		Q9BW30	TPPP3_HUMAN	reviewed	Tubulin polymerization-promoting protein family member 3 (TPPP/p20)	TPPP3 CGI-38	Homo sapiens (Human)	176
ENSP00000417464		P56182	RRP1_HUMAN	reviewed	Ribosomal RNA processing protein 1 homolog A (Novel nuclear protein 1) (NNP-1) (Nucleolar protein Nop52) (RRP1-like protein)	RRP1 D21S2056E NNP1 NOP52 RRP1A	Homo sapiens (Human)	461
ENSP00000292330		Q8TAP8	PPR35_HUMAN	reviewed	Protein phosphatase 1 regulatory subunit 35	PPP1R35 C7orf47	Homo sapiens (Human)	253
ENSP00000292574		Q8IYK2	CC105_HUMAN	reviewed	Coiled-coil domain-containing protein 105	CCDC105	Homo sapiens (Human)	499
ENSP00000292616		Q9UFC0	LRWD1_HUMAN	reviewed	Leucine-rich repeat and WD repeat-containing protein 1 (Centromere protein 33) (CENP-33) (Origin recognition complex-associated protein) (ORC-associated protein) (ORCA)	LRWD1 CENP-33 ORCA	Homo sapiens (Human)	647
ENSP00000399475		A0A3B3IQ16	A0A3B3IQ16_HUMAN	unreviewed	JmjC domain-containing protein 8	JMJD8	Homo sapiens (Human)	285
ENSP00000294129	ENSP00000294129 -> Q9NZQ3-1	Q9NZQ3	SPN90_HUMAN	reviewed	NCK-interacting protein with SH3 domain (54 kDa VacA-interacting protein) (54 kDa vimentin-interacting protein) (VIP54) (90 kDa SH3 protein interacting with Nck) (AF3p21) (Dia-interacting protein 1) (DIP-1) (Diaphanous protein-interacting protein) (SH3 adapter protein SPIN90) (WASP-interacting SH3-domain protein) (WISH) (Wiskott-Aldrich syndrome protein-interacting protein)	NCKIPSD AF3P21 SPIN90	Homo sapiens (Human)	722
ENSP00000419417	ENSP00000419417 -> Q8N6N3-1	Q8N6N3	CA052_HUMAN	reviewed	UPF0690 protein C1orf52 (BCL10-associated gene protein)	C1orf52 BAG GM117	Homo sapiens (Human)	182
ENSP00000295049		Q52LD8	RFTN2_HUMAN	reviewed	Raftlin-2 (Raft-linking protein 2)	RFTN2 C2orf11	Homo sapiens (Human)	501
ENSP00000295117	ENSP00000295117 -> Q96G28-1	Q96G28	CFA36_HUMAN	reviewed	Cilia- and flagella-associated protein 36 (Coiled-coil domain-containing protein 104)	CFAP36 CCDC104 UNQ163/PRO189	Homo sapiens (Human)	342
ENSP00000419371	ENSP00000419371 -> Q9H6S1-1	Q9H6S1	AZI2_HUMAN	reviewed	5-azacytidine-induced protein 2 (NF-kappa-B-activating kinase-associated protein 1) (Nak-associated protein 1) (TILP)	AZI2 NAP1 TBKBP2	Homo sapiens (Human)	392
ENSP00000311035		Q8TD46	MO2R1_HUMAN	reviewed	Cell surface glycoprotein CD200 receptor 1 (CD200 cell surface glycoprotein receptor) (Cell surface glycoprotein OX2 receptor 1)	CD200R1 CD200R CRTR2 MOX2R OX2R UNQ2522/PRO6015	Homo sapiens (Human)	325
ENSP00000295872		Q8N0Z3	SPICE_HUMAN	reviewed	Spindle and centriole-associated protein 1 (Coiled-coil domain-containing protein 52) (Spindle and centriole-associated protein)	SPICE1 CCDC52 SPICE	Homo sapiens (Human)	855
ENSP00000419851	ENSP00000419851 -> P49915-1	P49915	GUAA_HUMAN	reviewed	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	GMPS	Homo sapiens (Human)	693
ENSP00000296015	ENSP00000296015 -> Q96N46-1	Q96N46	TTC14_HUMAN	reviewed	Tetratricopeptide repeat protein 14 (TPR repeat protein 14)	TTC14 KIAA1980 UNQ5813/PRO19630	Homo sapiens (Human)	770
ENSP00000296564		Q9Y2F5	ICE1_HUMAN	reviewed	Little elongation complex subunit 1 (Interactor of little elongator complex ELL subunit 1)	ICE1 KIAA0947	Homo sapiens (Human)	2266
ENSP00000296603		Q68DH5	LMBD2_HUMAN	reviewed	G-protein coupled receptor-associated protein LMBRD2 (LMBR1 domain-containing protein 2)	LMBRD2	Homo sapiens (Human)	695
ENSP00000296666	ENSP00000296666 -> Q96M27-1	Q96M27	PRRC1_HUMAN	reviewed	Protein PRRC1 (Proline-rich and coiled-coil-containing protein 1)	PRRC1	Homo sapiens (Human)	445
ENSP00000298292	ENSP00000298292 -> Q9NVR5-1	Q9NVR5	KTU_HUMAN	reviewed	Protein kintoun (Dynein assembly factor 2, axonemal)	DNAAF2 C14orf104 KTU	Homo sapiens (Human)	837
ENSP00000298296	ENSP00000298296 -> Q8TD91-1	Q8TD91	MAGC3_HUMAN	reviewed	Melanoma-associated antigen C3 (Cancer/testis antigen 7.2) (CT7.2) (Hepatocellular carcinoma-associated antigen 2) (MAGE-C3 antigen)	MAGEC3 HCA2	Homo sapiens (Human)	643
ENSP00000298569	ENSP00000298569 -> Q96A73-1	Q96A73	P33MX_HUMAN	reviewed	Putative monooxygenase p33MONOX (EC 1.-.-.-) (Brain-derived rescue factor p60MONOX) (Flavin monooxygenase motif-containing protein of 33 kDa)	KIAA1191 P33MONOX	Homo sapiens (Human)	305
ENSP00000300013		J3KND1	J3KND1_HUMAN	unreviewed	Protein SAAL1 (Serum amyloid A-like 1, isoform CRA_a)	SAAL1 hCG_15540	Homo sapiens (Human)	473
ENSP00000362187	ENSP00000362187 -> Q5T9C2-1	Q5T9C2	F102A_HUMAN	reviewed	Protein FAM102A (Early estrogen-induced gene 1 protein)	FAM102A C9orf132 EEIG1	Homo sapiens (Human)	384
ENSP00000300557		Q9BU68	PR15L_HUMAN	reviewed	Proline-rich protein 15-like protein (Protein ATAD4)	PRR15L ATAD4	Homo sapiens (Human)	103
ENSP00000300650	ENSP00000300650 -> Q8ND24-1	Q8ND24	RN214_HUMAN	reviewed	RING finger protein 214	RNF214	Homo sapiens (Human)	703
ENSP00000300811		Q96B54	ZN428_HUMAN	reviewed	Zinc finger protein 428 (Enzyme-like protein PIT13)	ZNF428 C19orf37	Homo sapiens (Human)	188
ENSP00000300917	ENSP00000300917 -> Q8ND04-1	Q8ND04	SMG8_HUMAN	reviewed	Protein SMG8 (Amplified in breast cancer gene 2 protein) (Protein smg-8 homolog)	SMG8 ABC2 C17orf71	Homo sapiens (Human)	991
ENSP00000301463		Q8NCJ5	SPRY3_HUMAN	reviewed	SPRY domain-containing protein 3	SPRYD3	Homo sapiens (Human)	442
ENSP00000336783	ENSP00000336783 -> Q9HCJ0-2	Q9HCJ0	TNR6C_HUMAN	reviewed	Trinucleotide repeat-containing gene 6C protein	TNRC6C KIAA1582	Homo sapiens (Human)	1690
ENSP00000301761		Q9NX18	SDHF2_HUMAN	reviewed	Succinate dehydrogenase assembly factor 2, mitochondrial (SDH assembly factor 2) (SDHAF2)	SDHAF2 C11orf79 PGL2 SDH5	Homo sapiens (Human)	166
ENSP00000301831		Q96C45	ULK4_HUMAN	reviewed	Serine/threonine-protein kinase ULK4 (EC 2.7.11.1) (Unc-51-like kinase 4)	ULK4	Homo sapiens (Human)	1275
ENSP00000359423	ENSP00000359423 -> Q13496-1	Q13496	MTM1_HUMAN	reviewed	Myotubularin (Phosphatidylinositol-3,5-bisphosphate 3-phosphatase) (EC 3.1.3.95) (Phosphatidylinositol-3-phosphate phosphatase) (EC 3.1.3.64)	MTM1 CG2	Homo sapiens (Human)	603
ENSP00000302867		Q8NG95	OR7G3_HUMAN	reviewed	Olfactory receptor 7G3 (OST085) (Olfactory receptor OR19-9)	OR7G3	Homo sapiens (Human)	312
ENSP00000303129		Q9HCJ6	VAT1L_HUMAN	reviewed	Synaptic vesicle membrane protein VAT-1 homolog-like (EC 1.-.-.-)	VAT1L KIAA1576	Homo sapiens (Human)	419
ENSP00000303158		Q9H0W5	CCDC8_HUMAN	reviewed	Coiled-coil domain-containing protein 8	CCDC8	Homo sapiens (Human)	538
ENSP00000303599	ENSP00000303599 -> Q96LI6-1	Q96LI6	HSFY1_HUMAN	reviewed	Heat shock transcription factor, Y-linked (Heat shock transcription factor 2-like protein) (HSF2-like)	HSFY1 HSF2L HSFY; HSFY2 HSF2L HSFY	Homo sapiens (Human)	401
ENSP00000386588		A6NKT7	RGPD3_HUMAN	reviewed	RanBP2-like and GRIP domain-containing protein 3	RGPD3 RGP3	Homo sapiens (Human)	1758
ENSP00000303928		Q92628	K0232_HUMAN	reviewed	Uncharacterized protein KIAA0232	KIAA0232	Homo sapiens (Human)	1395
ENSP00000304192	ENSP00000304192 -> Q96RV3-1	Q96RV3	PCX1_HUMAN	reviewed	Pecanex-like protein 1 (Pecanex homolog protein 1)	PCNX1 KIAA0805 KIAA0995 PCNX PCNXL1	Homo sapiens (Human)	2341
ENSP00000304500	ENSP00000304500 -> O43861-2	O43861	ATP9B_HUMAN	reviewed	Probable phospholipid-transporting ATPase IIB (EC 7.6.2.1) (ATPase class II type 9B)	ATP9B ATPIIB NEO1L HUSSY-20	Homo sapiens (Human)	1147
ENSP00000304642	ENSP00000304642 -> Q9H6L5-1	Q9H6L5	RETR1_HUMAN	reviewed	Reticulophagy regulator 1 (Reticulophagy receptor 1)	RETREG1 FAM134B JK1	Homo sapiens (Human)	497
ENSP00000304713		Q8NCY6	MSD4_HUMAN	reviewed	Myb/SANT-like DNA-binding domain-containing protein 4 (Myb/SANT-like DNA-binding domain containing 4 with coiled-coils)	MSANTD4 KIAA1826 DC25	Homo sapiens (Human)	345
ENSP00000405289		A0A0A0MSW5	A0A0A0MSW5_HUMAN	unreviewed	Zinc finger protein 778	ZNF778	Homo sapiens (Human)	757
ENSP00000305263		Q7Z3Y7	K1C28_HUMAN	reviewed	Keratin, type I cytoskeletal 28 (Cytokeratin-28) (CK-28) (Keratin-25D) (K25D) (Keratin-28) (K28) (Type I inner root sheath-specific keratin-K25irs4)	KRT28 KRT25D	Homo sapiens (Human)	464
ENSP00000419740	ENSP00000419740 -> Q96CB9-1	Q96CB9	NSUN4_HUMAN	reviewed	5-methylcytosine rRNA methyltransferase NSUN4 (EC 2.1.1.-) (NOL1/NOP2/Sun domain family member 4)	NSUN4	Homo sapiens (Human)	384
ENSP00000305613		O14810	CPLX1_HUMAN	reviewed	Complexin-1 (Complexin I) (CPX I) (Synaphin-2)	CPLX1	Homo sapiens (Human)	134
ENSP00000305654		Q9NYZ1	TV23B_HUMAN	reviewed	Golgi apparatus membrane protein TVP23 homolog B	TVP23B FAM18B FAM18B1 CGI-148 NPD008	Homo sapiens (Human)	205
ENSP00000305702		Q17RG1	KCD19_HUMAN	reviewed	BTB/POZ domain-containing protein KCTD19	KCTD19	Homo sapiens (Human)	926
ENSP00000306637		O14715	RGPD8_HUMAN	reviewed	RANBP2-like and GRIP domain-containing protein 8 (Ran-binding protein 2-like 3) (RanBP2-like 3) (RanBP2L3)	RGPD8 RANBP2ALPHA RANBP2L1 RANBP2L3	Homo sapiens (Human)	1765
ENSP00000306906		Q9P0P0	RN181_HUMAN	reviewed	E3 ubiquitin-protein ligase RNF181 (EC 2.3.2.27) (RING finger protein 181) (RING-type E3 ubiquitin transferase RNF181)	RNF181 HSPC238	Homo sapiens (Human)	153
ENSP00000307014	ENSP00000307014 -> Q86Y46-1	Q86Y46	K2C73_HUMAN	reviewed	Keratin, type II cytoskeletal 73 (Cytokeratin-73) (CK-73) (Keratin-73) (K73) (Type II inner root sheath-specific keratin-K6irs3) (Type-II keratin Kb36)	KRT73 K6IRS3 KB36 KRT6IRS3	Homo sapiens (Human)	540
ENSP00000307077		O95568	MET18_HUMAN	reviewed	Histidine protein methyltransferase 1 homolog (EC 2.1.1.-) (Arsenic-transactivated protein 2) (AsTP2) (Methyltransferase-like protein 18)	METTL18 ASTP2 C1orf156	Homo sapiens (Human)	372
ENSP00000307666	ENSP00000307666 -> Q96JG6-1	Q96JG6	VPS50_HUMAN	reviewed	Syndetin (Coiled-coil domain-containing protein 132) (EARP/GARPII complex subunit VPS50)	VPS50 CCDC132 KIAA1861	Homo sapiens (Human)	964
ENSP00000307765	ENSP00000307765 -> Q9BQA9-1	Q9BQA9	CYBC1_HUMAN	reviewed	Cytochrome b-245 chaperone 1 (Essential for reactive oxygen species protein) (Eros)	CYBC1 C17orf62 EROS	Homo sapiens (Human)	187
ENSP00000307887	ENSP00000307887 -> Q9BRK3-1	Q9BRK3	MXRA8_HUMAN	reviewed	Matrix remodeling-associated protein 8 (Limitrin)	MXRA8	Homo sapiens (Human)	442
ENSP00000308021		J3KNF5	J3KNF5_HUMAN	unreviewed	Centrosomal protein of 290 kDa	CEP290	Homo sapiens (Human)	2481
ENSP00000419361	ENSP00000419361 -> O95622-1	O95622	ADCY5_HUMAN	reviewed	Adenylate cyclase type 5 (EC 4.6.1.1) (ATP pyrophosphate-lyase 5) (Adenylate cyclase type V) (Adenylyl cyclase 5) (AC5)	ADCY5	Homo sapiens (Human)	1261
ENSP00000308957	ENSP00000308957 -> Q6DN14-2	Q6DN14	MCTP1_HUMAN	reviewed	Multiple C2 and transmembrane domain-containing protein 1	MCTP1	Homo sapiens (Human)	999
ENSP00000309230		Q9H792	PEAK1_HUMAN	reviewed	Inactive tyrosine-protein kinase PEAK1 (Pseudopodium-enriched atypical kinase 1) (Sugen kinase 269) (Tyrosine-protein kinase SgK269)	PEAK1 KIAA2002	Homo sapiens (Human)	1746
ENSP00000309432	ENSP00000309432 -> Q86VR2-1	Q86VR2	RETR3_HUMAN	reviewed	Reticulophagy regulator 3	RETREG3 FAM134C	Homo sapiens (Human)	466
ENSP00000309501		Q9ULI1	NWD2_HUMAN	reviewed	NACHT and WD repeat domain-containing protein 2 (Leucine-rich repeat and WD repeat-containing protein KIAA1239)	NWD2 KIAA1239	Homo sapiens (Human)	1742
ENSP00000417354		O00461	GOLI4_HUMAN	reviewed	Golgi integral membrane protein 4 (Golgi integral membrane protein, cis) (GIMPc) (Golgi phosphoprotein 4) (Golgi-localized phosphoprotein of 130 kDa) (Golgi phosphoprotein of 130 kDa)	GOLIM4 GIMPC GOLPH4 GPP130	Homo sapiens (Human)	696
ENSP00000310573		Q7Z3Z0	K1C25_HUMAN	reviewed	Keratin, type I cytoskeletal 25 (Cytokeratin-25) (CK-25) (Keratin-25) (K25) (Keratin-25A) (K25A) (Type I inner root sheath-specific keratin-K25irs1)	KRT25 KRT25A	Homo sapiens (Human)	450
ENSP00000310841	ENSP00000310841 -> Q5XUX0-1	Q5XUX0	FBX31_HUMAN	reviewed	F-box only protein 31	FBXO31 FBX14 FBX31 PP2386	Homo sapiens (Human)	539
ENSP00000311318	ENSP00000311318 -> Q86TL0-1	Q86TL0	ATG4D_HUMAN	reviewed	Cysteine protease ATG4D (EC 3.4.22.-) (AUT-like 4 cysteine endopeptidase) (Autophagin-4) (Autophagy-related cysteine endopeptidase 4) (Autophagy-related protein 4 homolog D) [Cleaved into: Cysteine protease ATG4D, mitochondrial]	ATG4D APG4D AUTL4	Homo sapiens (Human)	474
ENSP00000311401		Q8IWF6	DEN6A_HUMAN	reviewed	Protein DENND6A (DENN domain-containing protein 6A)	DENND6A FAM116A	Homo sapiens (Human)	608
ENSP00000419449		P41567	EIF1_HUMAN	reviewed	Eukaryotic translation initiation factor 1 (eIF1) (A121) (Protein translation factor SUI1 homolog) (Sui1iso1)	EIF1 SUI1	Homo sapiens (Human)	113
ENSP00000311760	ENSP00000311760 -> Q8N6N2-1	Q8N6N2	TTC9B_HUMAN	reviewed	Tetratricopeptide repeat protein 9B (TPR repeat protein 9B)	TTC9B	Homo sapiens (Human)	239
ENSP00000312399	ENSP00000312399 -> Q8NA47-1	Q8NA47	CCD63_HUMAN	reviewed	Coiled-coil domain-containing protein 63	CCDC63	Homo sapiens (Human)	563
ENSP00000314023	ENSP00000314023 -> Q8NBJ9-1	Q8NBJ9	SIDT2_HUMAN	reviewed	SID1 transmembrane family member 2	SIDT2 CGI-40 PSEC0072 UNQ685/PRO1325	Homo sapiens (Human)	832
ENSP00000314193		Q8IWA0	WDR75_HUMAN	reviewed	WD repeat-containing protein 75 (U3 small nucleolar RNA-associated protein 17 homolog)	WDR75 UTP17	Homo sapiens (Human)	830
ENSP00000314518	ENSP00000314518 -> Q7Z3D4-1	Q7Z3D4	LYSM3_HUMAN	reviewed	LysM and putative peptidoglycan-binding domain-containing protein 3	LYSMD3	Homo sapiens (Human)	306
ENSP00000314544		P86790	CCZ1B_HUMAN	reviewed	Vacuolar fusion protein CCZ1 homolog B (Vacuolar fusion protein CCZ1 homolog-like)	CCZ1B C7orf28B	Homo sapiens (Human)	482
ENSP00000316596	ENSP00000316596 -> Q8NBW4-1	Q8NBW4	S38A9_HUMAN	reviewed	Sodium-coupled neutral amino acid transporter 9 (Solute carrier family 38 member 9) (Up-regulated in lung cancer 11)	SLC38A9 URLC11	Homo sapiens (Human)	561
ENSP00000317170		Q4W5G0	TIGD2_HUMAN	reviewed	Tigger transposable element-derived protein 2	TIGD2	Homo sapiens (Human)	525
ENSP00000317382	ENSP00000317382 -> Q6YBV0-1	Q6YBV0	S36A4_HUMAN	reviewed	Proton-coupled amino acid transporter 4 (Proton/amino acid transporter 4) (Solute carrier family 36 member 4)	SLC36A4 PAT4	Homo sapiens (Human)	504
ENSP00000317445		Q6NUJ1	SAPL1_HUMAN	reviewed	Proactivator polypeptide-like 1 [Cleaved into: Saposin A-like; Saposin B-Val-like; Saposin B-like; Saposin C-like; Saposin D-like]	PSAPL1	Homo sapiens (Human)	521
ENSP00000417748	ENSP00000417748 -> Q5TDH0-1	Q5TDH0	DDI2_HUMAN	reviewed	Protein DDI1 homolog 2 (EC 3.4.23.-)	DDI2	Homo sapiens (Human)	399
ENSP00000318997		Q8NGC9	O11H4_HUMAN	reviewed	Olfactory receptor 11H4 (Olfactory receptor OR14-36)	OR11H4	Homo sapiens (Human)	324
ENSP00000378349	ENSP00000378349 -> Q14257-1	Q14257	RCN2_HUMAN	reviewed	Reticulocalbin-2 (Calcium-binding protein ERC-55) (E6-binding protein) (E6BP)	RCN2 ERC55	Homo sapiens (Human)	317
ENSP00000320251	ENSP00000320251 -> Q6NW34-1	Q6NW34	NEPRO_HUMAN	reviewed	Nucleolus and neural progenitor protein	NEPRO C3orf17	Homo sapiens (Human)	567
ENSP00000320604	ENSP00000320604 -> Q96IV6-1	Q96IV6	FXDC2_HUMAN	reviewed	Fatty acid hydroxylase domain-containing protein 2	FAXDC2 C5orf4	Homo sapiens (Human)	333
ENSP00000320794		Q68DE3	USF3_HUMAN	reviewed	Basic helix-loop-helix domain-containing protein USF3 (Upstream transcription factor 3)	USF3 KIAA2018	Homo sapiens (Human)	2245
ENSP00000321449		Q9Y3A4	RRP7A_HUMAN	reviewed	Ribosomal RNA-processing protein 7 homolog A (Gastric cancer antigen Zg14)	RRP7A CGI-96	Homo sapiens (Human)	280
ENSP00000418070	ENSP00000418070 -> Q9NQS3-1	Q9NQS3	NECT3_HUMAN	reviewed	Nectin-3 (CDw113) (Nectin cell adhesion molecule 3) (Poliovirus receptor-related protein 3) (CD antigen CD113)	NECTIN3 PRR3 PVRL3	Homo sapiens (Human)	549
ENSP00000321731	ENSP00000321731 -> Q8TF21-1	Q8TF21	ANR24_HUMAN	reviewed	Ankyrin repeat domain-containing protein 24	ANKRD24 KIAA1981	Homo sapiens (Human)	1146
ENSP00000322594		Q14964	RB39A_HUMAN	reviewed	Ras-related protein Rab-39A (Rab-39)	RAB39A RAB39	Homo sapiens (Human)	217
ENSP00000323782	ENSP00000323782 -> Q96MW1-1	Q96MW1	CCD43_HUMAN	reviewed	Coiled-coil domain-containing protein 43	CCDC43	Homo sapiens (Human)	224
ENSP00000324318		Q8WVT3	TPC12_HUMAN	reviewed	Trafficking protein particle complex subunit 12 (Tetratricopeptide repeat protein 15) (TPR repeat protein 15) (TTC-15) (Trafficking of membranes and mitosis)	TRAPPC12 TRAMM TTC15 CGI-87	Homo sapiens (Human)	735
ENSP00000324651	ENSP00000324651 -> Q6UXF1-1	Q6UXF1	TM108_HUMAN	reviewed	Transmembrane protein 108 (Retrolinkin)	TMEM108 KIAA1690 RTLN UNQ1875/PRO4318	Homo sapiens (Human)	575
ENSP00000324741	ENSP00000324741 -> Q8WVR3-1	Q8WVR3	MA11_HUMAN	reviewed	Microtubule-associated protein 11	MAP11 C7orf43	Homo sapiens (Human)	580
ENSP00000325091	ENSP00000325091 -> Q5VUJ6-1	Q5VUJ6	LRCH2_HUMAN	reviewed	Leucine-rich repeat and calponin homology domain-containing protein 2	LRCH2 KIAA1495	Homo sapiens (Human)	765
ENSP00000402457	ENSP00000402457 -> Q3KR37-4	Q3KR37	ASTRB_HUMAN	reviewed	Protein Aster-B (GRAM domain-containing protein 1B)	GRAMD1B KIAA1201 UNQ3032/PRO9834	Homo sapiens (Human)	738
ENSP00000326110		Q96GV9	MACIR_HUMAN	reviewed	Macrophage immunometabolism regulator	MACIR C5orf30	Homo sapiens (Human)	206
ENSP00000327436	ENSP00000327436 -> Q86TU7-1	Q86TU7	SETD3_HUMAN	reviewed	Actin-histidine N-methyltransferase (EC 2.1.1.85) (SET domain-containing protein 3) (hSETD3)	SETD3 C14orf154	Homo sapiens (Human)	594
ENSP00000328326		Q5GH76	XKR4_HUMAN	reviewed	XK-related protein 4	XKR4 KIAA1889 XRG4	Homo sapiens (Human)	650
ENSP00000328358		Q5XKE5	K2C79_HUMAN	reviewed	Keratin, type II cytoskeletal 79 (Cytokeratin-79) (CK-79) (Keratin-6-like) (Keratin-6L) (Keratin-79) (K79) (Type-II keratin Kb38)	KRT79 K6L KB38 KRT6L	Homo sapiens (Human)	535
ENSP00000328487		Q9NVE4	CCD87_HUMAN	reviewed	Coiled-coil domain-containing protein 87	CCDC87	Homo sapiens (Human)	849
ENSP00000328878		Q96RD3	O52E6_HUMAN	reviewed	Olfactory receptor 52E6 (Olfactory receptor OR11-58)	OR52E6	Homo sapiens (Human)	313
ENSP00000329360		Q6PK04	CC137_HUMAN	reviewed	Coiled-coil domain-containing protein 137	CCDC137 cPERP-B	Homo sapiens (Human)	289
ENSP00000329638		A4D1E1	Z804B_HUMAN	reviewed	Zinc finger protein 804B	ZNF804B	Homo sapiens (Human)	1349
ENSP00000329920		Q8IX19	MCEM1_HUMAN	reviewed	Mast cell-expressed membrane protein 1	MCEMP1 C19orf59	Homo sapiens (Human)	187
ENSP00000390600		Q9Y5Y9	SCNAA_HUMAN	reviewed	Sodium channel protein type 10 subunit alpha (Peripheral nerve sodium channel 3) (PN3) (hPN3) (Sodium channel protein type X subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.8)	SCN10A	Homo sapiens (Human)	1956
ENSP00000330101		Q01546	K22O_HUMAN	reviewed	Keratin, type II cytoskeletal 2 oral (Cytokeratin-2P) (CK-2P) (K2P) (Keratin-76) (K76) (Type-II keratin Kb9)	KRT76 KRT2B KRT2P	Homo sapiens (Human)	638
ENSP00000330460	ENSP00000330460 -> Q5T1V6-1	Q5T1V6	DDX59_HUMAN	reviewed	Probable ATP-dependent RNA helicase DDX59 (EC 3.6.4.13) (DEAD box protein 59) (Zinc finger HIT domain-containing protein 5)	DDX59 ZNHIT5	Homo sapiens (Human)	619
ENSP00000295092	ENSP00000295092 -> Q96KN4-1	Q96KN4	LRAT1_HUMAN	reviewed	Protein LRATD1 (LRAT domain-containing 1) (Neurologic sensory protein 1) (NSE1) (Protein FAM84A)	LRATD1 FAM84A NSE1	Homo sapiens (Human)	292
ENSP00000331572		Q8NH54	O56A3_HUMAN	reviewed	Olfactory receptor 56A3 (Olfactory receptor 56A6)	OR56A3 OR56A3P OR56A6	Homo sapiens (Human)	315
ENSP00000369427	ENSP00000369427 -> Q16576-1	Q16576	RBBP7_HUMAN	reviewed	Histone-binding protein RBBP7 (Histone acetyltransferase type B subunit 2) (Nucleosome-remodeling factor subunit RBAP46) (Retinoblastoma-binding protein 7) (RBBP-7) (Retinoblastoma-binding protein p46)	RBBP7 RBAP46	Homo sapiens (Human)	425
ENSP00000331720		Q14CZ0	CP072_HUMAN	reviewed	UPF0472 protein C16orf72	C16orf72	Homo sapiens (Human)	275
ENSP00000332511		Q6UWY5	OLFL1_HUMAN	reviewed	Olfactomedin-like protein 1	OLFML1 UNQ564/PRO1126	Homo sapiens (Human)	402
ENSP00000332809		A6NGG8	PCARE_HUMAN	reviewed	Photoreceptor cilium actin regulator	PCARE C2orf71	Homo sapiens (Human)	1288
ENSP00000333181	ENSP00000333181 -> A6NNE9-1	A6NNE9	MARHB_HUMAN	reviewed	E3 ubiquitin-protein ligase MARCHF11 (EC 2.3.2.27) (Membrane-associated RING finger protein 11) (Membrane-associated RING-CH protein XI) (MARCH-XI) (RING-type E3 ubiquitin transferase MARCHF11)	MARCHF11 MARCH11	Homo sapiens (Human)	402
ENSP00000334879		A6NEL2	SWAHB_HUMAN	reviewed	Ankyrin repeat domain-containing protein SOWAHB (Ankyrin repeat domain-containing protein 56) (Protein sosondowah homolog B)	SOWAHB ANKRD56	Homo sapiens (Human)	793
ENSP00000335082		Q658Y4	F91A1_HUMAN	reviewed	Protein FAM91A1	FAM91A1	Homo sapiens (Human)	838
ENSP00000335808		Q9GZU8	PIP30_HUMAN	reviewed	PSME3-interacting protein (NEFA-interacting nuclear protein NIP30) (PA28G-interacting protein)	PSME3IP1 C16orf94 FAM192A NIP30 PIP30 CDA018 CDA10	Homo sapiens (Human)	254
ENSP00000336127	ENSP00000336127 -> Q86TV6-1	Q86TV6	TTC7B_HUMAN	reviewed	Tetratricopeptide repeat protein 7B (TPR repeat protein 7B) (Tetratricopeptide repeat protein 7-like-1) (TPR repeat protein 7-like-1)	TTC7B TTC7L1	Homo sapiens (Human)	843
ENSP00000336616	ENSP00000336616 -> Q86WH2-1	Q86WH2	RASF3_HUMAN	reviewed	Ras association domain-containing protein 3	RASSF3	Homo sapiens (Human)	238
ENSP00000336719	ENSP00000336719 -> Q9NYT6-1	Q9NYT6	ZN226_HUMAN	reviewed	Zinc finger protein 226	ZNF226	Homo sapiens (Human)	803
ENSP00000362650	ENSP00000362650 -> Q8N9R8-2	Q8N9R8	SCAI_HUMAN	reviewed	Protein SCAI (Suppressor of cancer cell invasion protein)	SCAI C9orf126	Homo sapiens (Human)	606
ENSP00000336868	ENSP00000336868 -> P49450-1	P49450	CENPA_HUMAN	reviewed	Histone H3-like centromeric protein A (Centromere autoantigen A) (Centromere protein A) (CENP-A)	CENPA	Homo sapiens (Human)	140
ENSP00000337513		Q9HD15	SRA1_HUMAN	reviewed	Steroid receptor RNA activator 1 (Steroid receptor RNA activator protein) (SRAP)	SRA1 PP7684	Homo sapiens (Human)	236
ENSP00000337998		Q9HCH0	NCK5L_HUMAN	reviewed	Nck-associated protein 5-like (NCKAP5-like) (Centrosomal protein of 169 kDa) (Cep169)	NCKAP5L CEP169 KIAA1602 FP1193	Homo sapiens (Human)	1330
ENSP00000338217		Q9HCE3	ZN532_HUMAN	reviewed	Zinc finger protein 532	ZNF532 KIAA1629	Homo sapiens (Human)	1301
ENSP00000338770	ENSP00000338770 -> Q8TAQ5-1	Q8TAQ5	ZN420_HUMAN	reviewed	Zinc finger protein 420	ZNF420	Homo sapiens (Human)	688
ENSP00000338887		Q7L1W4	LRC8D_HUMAN	reviewed	Volume-regulated anion channel subunit LRRC8D (Leucine-rich repeat-containing protein 5) (Leucine-rich repeat-containing protein 8D)	LRRC8D LRRC5 UNQ213/PRO239	Homo sapiens (Human)	858
